Transaction,Items
1380,Milk
1380,Beer
1380,Bread
1380,Cola
1380,Cheese
1381,Eggs
1381,Cheese
1381,Fish
1381,Bread
1381,Chicken
1382,Chicken
1382,Cheese
1382,Cola
1383,Bread
1383,Milk
1383,Cola
1384,Cola
1384,Chicken
1384,Apples
1384,Milk
1385,Bread
1385,Cheese
1385,Chicken
1385,Fish
1386,Cola
1386,Chicken
1386,Bread
1386,Fish
1387,Bread
1387,Cola
1387,Cheese
1387,Beer
1387,Eggs
1388,Diaper
1388,Apples
1389,Diaper
1389,Fish
1389,Bread
1389,Apples
1390,Diaper
1391,Diaper
1391,Fish
1391,Beer
1391,Cheese
1392,Chicken
1392,Bread
1392,Cheese
1393,Fish
1393,Apples
1394,Chicken
1394,Apples
1394,Eggs
1395,Apples
1395,Milk
1395,Chicken
1396,Chicken
1397,Diaper
1398,Eggs
1398,Beer
1398,Apples
1398,Cola
1399,Cheese
1399,Beer
1399,Cola
1399,Apples
1399,Milk
1400,Apples
1401,Milk
1401,Cheese
1401,Cola
1401,Eggs
1401,Bread
1402,Milk
1402,Fish
1402,Diaper
1402,Eggs
1402,Beer
1403,Fish
1403,Cheese
1403,Eggs
1403,Chicken
1404,Eggs
1405,Fish
1405,Eggs
1405,Bread
1405,Beer
1405,Diaper
1406,Cola
1407,Bread
1407,Diaper
1407,Beer
1407,Cola
1408,Cheese
1408,Cola
1408,Diaper
1408,Bread
1409,Beer
1409,Fish
1409,Milk
1409,Apples
1409,Cola
1410,Apples
1410,Eggs
1411,Chicken
1411,Fish
1412,Milk
1413,Chicken
1413,Diaper
1413,Apples
1413,Cheese
1414,Beer
1414,Bread
1414,Eggs
1415,Fish
1415,Diaper
1416,Diaper
1416,Milk
1416,Bread
1417,Apples
1417,Beer
1417,Bread
1417,Fish
1418,Eggs
1418,Cheese
1419,Bread
1420,Chicken
1420,Fish
1420,Beer
1420,Diaper
1420,Bread
1421,Apples
1421,Cheese
1421,Fish
1421,Milk
1421,Beer
1422,Fish
1422,Bread
1423,Cheese
1424,Diaper
1424,Milk
1425,Chicken
1426,Bread
1426,Cola
1426,Beer
1427,Cola
1427,Milk
1427,Diaper
1428,Eggs
1428,Beer
1429,Diaper
1429,Cheese
1430,Diaper
1430,Fish
1431,Cola
1431,Cheese
1431,Eggs
1431,Diaper
1432,Eggs
1433,Bread
1433,Beer
1434,Cheese
1434,Cola
1435,Fish
1435,Beer
1436,Cheese
1436,Bread
1437,Apples
1437,Beer
1437,Fish
1437,Diaper
1437,Chicken
1438,Chicken
1438,Fish
1438,Diaper
1439,Beer
1439,Cheese
1439,Diaper
1440,Milk
1440,Beer
1440,Bread
1440,Cheese
1440,Eggs
1441,Cheese
1442,Beer
1442,Milk
1443,Apples
1444,Eggs
1444,Diaper
1444,Bread
1445,Milk
1445,Eggs
1446,Fish
1446,Cheese
1446,Chicken
1447,Chicken
1448,Chicken
1448,Milk
1448,Diaper
1449,Eggs
1449,Diaper
1449,Chicken
1449,Apples
1450,Beer
1450,Cheese
1451,Chicken
1451,Milk
1451,Eggs
1452,Bread
1453,Beer
1453,Diaper
1453,Fish
1453,Chicken
1453,Cheese
1454,Apples
1454,Cheese
1455,Diaper
1455,Beer
1455,Milk
1455,Fish
1456,Milk
1456,Chicken
1456,Fish
1456,Bread
1457,Bread
1457,Milk
1457,Chicken
1458,Beer
1458,Bread
1458,Chicken
1458,Diaper
1458,Milk
1459,Milk
1459,Cola
1459,Eggs
1459,Chicken
1460,Beer
1461,Milk
1462,Chicken
1462,Fish
1463,Eggs
1463,Diaper
1463,Cheese
1463,Bread
1464,Apples
1464,Eggs
1464,Chicken
1464,Cheese
1465,Eggs
1466,Chicken
1467,Cheese
1467,Eggs
1467,Chicken
1467,Cola
1468,Cheese
1468,Cola
1468,Chicken
1468,Eggs
1468,Fish
1469,Eggs
1469,Apples
1470,Milk
1470,Bread
1470,Cheese
1470,Beer
1470,Fish
1471,Eggs
1471,Diaper
1472,Eggs
1472,Apples
1472,Bread
1472,Cola
1472,Diaper
1473,Bread
1473,Diaper
1473,Eggs
1473,Fish
1474,Chicken
1474,Cola
1474,Diaper
1475,Apples
1475,Diaper
1475,Beer
1475,Milk
1475,Fish
1476,Diaper
1477,Cola
1477,Cheese
1477,Apples
1477,Beer
1477,Fish
1478,Cola
1479,Milk
1479,Eggs
1479,Cheese
1479,Fish
1479,Beer
1480,Apples
1480,Eggs
1480,Milk
1480,Cola
1480,Cheese
1481,Eggs
1481,Cheese
1481,Bread
1481,Diaper
1481,Milk
1482,Beer
1482,Cheese
1482,Apples
1482,Milk
1483,Cola
1483,Fish
1483,Beer
1483,Bread
1484,Fish
1484,Diaper
1484,Eggs
1484,Beer
1485,Cheese
1486,Eggs
1486,Diaper
1486,Fish
1486,Cola
1487,Eggs
1487,Bread
1487,Apples
1487,Diaper
1487,Cheese
1488,Chicken
1488,Cola
1489,Cola
1489,Fish
1489,Cheese
1489,Milk
1490,Eggs
1491,Milk
1491,Beer
1491,Diaper
1491,Chicken
1492,Eggs
1492,Chicken
1492,Fish
1493,Cola
1493,Eggs
1493,Bread
1494,Beer
1494,Cola
1494,Apples
1495,Diaper
1495,Chicken
1495,Beer
1495,Cola
1496,Milk
1496,Apples
1496,Beer
1496,Fish
1497,Cola
1498,Beer
1499,Eggs
1499,Fish
1500,Apples
1500,Chicken
1500,Beer
1500,Cheese
1501,Apples
1501,Chicken
1501,Bread
1501,Cheese
1502,Beer
1503,Bread
1503,Eggs
1503,Cheese
1503,Chicken
1504,Eggs
1504,Fish
1504,Milk
1504,Diaper
1505,Beer
1506,Apples
1506,Eggs
1506,Fish
1506,Milk
1506,Cola
1507,Cola
1507,Milk
1507,Apples
1507,Fish
1508,Cola
1509,Cola
1510,Cola
1511,Bread
1511,Cola
1511,Milk
1511,Diaper
1511,Apples
1512,Beer
1512,Cheese
1512,Chicken
1513,Cola
1513,Eggs
1513,Chicken
1514,Apples
1514,Fish
1514,Beer
1514,Cola
1515,Cheese
1515,Fish
1516,Cheese
1516,Diaper
1516,Cola
1516,Milk
1517,Chicken
1517,Cola
1517,Fish
1517,Cheese
1517,Eggs
1518,Apples
1518,Milk
1518,Diaper
1518,Bread
1518,Cheese
1519,Cheese
1520,Cola
1521,Milk
1522,Chicken
1522,Eggs
1523,Eggs
1523,Diaper
1523,Cheese
1523,Beer
1524,Bread
1524,Milk
1524,Fish
1524,Eggs
1525,Eggs
1525,Cola
1526,Eggs
1527,Diaper
1527,Fish
1528,Apples
1528,Beer
1529,Apples
1530,Fish
1530,Cheese
1530,Bread
1531,Milk
1532,Apples
1533,Diaper
1533,Fish
1533,Apples
1533,Cheese
1533,Eggs
1534,Chicken
1534,Bread
1534,Diaper
1535,Chicken
1535,Apples
1535,Fish
1535,Eggs
1536,Beer
1536,Eggs
1536,Cheese
1537,Cheese
1537,Chicken
1537,Diaper
1537,Fish
1538,Diaper
1539,Beer
1539,Bread
1539,Cola
1539,Milk
1540,Eggs
1540,Fish
1541,Fish
1541,Beer
1541,Cola
1542,Beer
1542,Fish
1543,Beer
1543,Diaper
1544,Beer
1545,Cola
1545,Cheese
1545,Milk
1545,Fish
1546,Diaper
1546,Apples
1546,Milk
1546,Cola
1547,Diaper
1548,Bread
1548,Eggs
1549,Milk
1549,Cola
1549,Chicken
1549,Diaper
1549,Beer
1550,Beer
1550,Fish
1550,Cola
1551,Bread
1551,Cheese
1551,Chicken
1551,Apples
1552,Eggs
1552,Cola
1553,Bread
1554,Eggs
1555,Bread
1556,Chicken
1557,Diaper
1557,Apples
1557,Eggs
1557,Bread
1558,Chicken
1558,Milk
1558,Cola
1558,Bread
1559,Apples
1560,Chicken
1561,Cola
1561,Beer
1562,Chicken
1563,Apples
1563,Beer
1564,Milk
1564,Bread
1564,Beer
1564,Apples
1564,Diaper
1565,Beer
1566,Bread
1566,Cola
1566,Fish
1567,Beer
1568,Apples
1568,Cheese
1569,Chicken
1569,Fish
1569,Cheese
1570,Diaper
1571,Fish
1571,Beer
1571,Diaper
1571,Eggs
1571,Cola
1572,Fish
1573,Milk
1573,Cheese
1573,Fish
1574,Diaper
1574,Cheese
1574,Milk
1574,Chicken
1575,Beer
1575,Eggs
1575,Apples
1575,Cheese
1576,Cola
1576,Eggs
1576,Chicken
1576,Diaper
1577,Chicken
1577,Milk
1577,Bread
1577,Apples
1577,Beer
1578,Chicken
1578,Cola
1578,Eggs
1579,Fish
1579,Eggs
1580,Cheese
1581,Cola
1581,Bread
1581,Fish
1582,Eggs
1583,Beer
1583,Chicken
1583,Fish
1583,Cheese
1584,Diaper
1584,Milk
1584,Eggs
1584,Cheese
1585,Fish
1586,Cheese
1586,Chicken
1586,Bread
1587,Cola
1587,Diaper
1587,Eggs
1588,Beer
1588,Diaper
1588,Milk
1588,Apples
1589,Chicken
1589,Cola
1589,Apples
1590,Cola
1591,Eggs
1591,Beer
1591,Apples
1592,Diaper
1592,Milk
1592,Apples
1592,Cheese
1593,Beer
1593,Cola
1593,Diaper
1593,Chicken
1593,Milk
1594,Fish
1595,Bread
1595,Beer
1595,Cola
1595,Diaper
1596,Cheese
1597,Milk
1597,Fish
1598,Cola
1599,Chicken
1599,Cola
1599,Fish
1599,Beer
1599,Milk
1600,Apples
1600,Diaper
1600,Cola
1601,Diaper
1602,Fish
1602,Cheese
1602,Milk
1602,Eggs
1603,Chicken
1604,Bread
1605,Fish
1605,Chicken
1605,Eggs
1606,Diaper
1607,Cheese
1608,Bread
1608,Eggs
1608,Cheese
1608,Beer
1608,Diaper
1609,Apples
1610,Cheese
1610,Fish
1610,Bread
1610,Milk
1610,Beer
1611,Cheese
1611,Eggs
1612,Diaper
1612,Bread
1612,Fish
1612,Beer
1613,Fish
1613,Diaper
1613,Cheese
1614,Milk
1614,Apples
1615,Chicken
1615,Eggs
1615,Fish
1616,Milk
1616,Fish
1616,Bread
1616,Beer
1616,Apples
1617,Cola
1617,Fish
1617,Eggs
1617,Cheese
1618,Apples
1619,Chicken
1619,Cheese
1619,Beer
1619,Apples
1619,Milk
1620,Apples
1620,Eggs
1620,Cola
1620,Diaper
1620,Cheese
1621,Diaper
1621,Cola
1621,Beer
1621,Milk
1622,Beer
1622,Eggs
1622,Bread
1622,Milk
1622,Cheese
1623,Apples
1623,Chicken
1623,Cola
1623,Fish
1624,Milk
1624,Chicken
1624,Beer
1624,Eggs
1625,Beer
1626,Milk
1626,Fish
1626,Apples
1627,Eggs
1627,Cola
1627,Bread
1627,Milk
1628,Cheese
1628,Fish
1629,Eggs
1629,Beer
1630,Bread
1630,Milk
1630,Beer
1630,Diaper
1630,Eggs
1631,Milk
1631,Cola
1631,Apples
1631,Beer
1631,Diaper
1632,Diaper
1632,Cheese
1632,Milk
1632,Cola
1633,Beer
1634,Milk
1634,Fish
1634,Beer
1635,Beer
1635,Fish
1635,Cheese
1635,Chicken
1635,Bread
1636,Milk
1636,Beer
1636,Chicken
1637,Eggs
1638,Eggs
1638,Fish
1639,Cheese
1639,Milk
1639,Diaper
1640,Fish
1640,Cheese
1640,Apples
1641,Diaper
1641,Bread
1641,Cheese
1641,Fish
1642,Chicken
1642,Bread
1642,Beer
1642,Diaper
1643,Chicken
1644,Eggs
1644,Cheese
1644,Chicken
1645,Beer
1645,Cola
1645,Fish
1646,Chicken
1646,Beer
1647,Chicken
1647,Cola
1647,Diaper
1647,Milk
1647,Eggs
1648,Fish
1648,Cola
1648,Diaper
1648,Apples
1648,Eggs
1649,Chicken
1649,Apples
1649,Eggs
1649,Fish
1650,Chicken
1650,Milk
1650,Cola
1650,Bread
1651,Diaper
1652,Beer
1653,Diaper
1653,Cola
1653,Eggs
1653,Apples
1653,Beer
1654,Beer
1654,Eggs
1654,Chicken
1654,Diaper
1654,Fish
1655,Cola
1655,Milk
1655,Fish
1655,Eggs
1655,Apples
1656,Cheese
1656,Bread
1656,Apples
1656,Fish
1656,Beer
1657,Apples
1657,Diaper
1657,Bread
1658,Milk
1658,Fish
1658,Bread
1659,Bread
1659,Beer
1659,Apples
1659,Cola
1660,Eggs
1660,Cola
1660,Cheese
1661,Bread
1661,Diaper
1661,Cheese
1661,Apples
1662,Eggs
1662,Chicken
1662,Milk
1662,Bread
1663,Chicken
1664,Milk
1664,Beer
1664,Apples
1664,Diaper
1665,Fish
1665,Eggs
1665,Diaper
1665,Beer
1666,Eggs
1667,Chicken
1667,Cola
1667,Apples
1668,Eggs
1669,Fish
1669,Bread
1669,Eggs
1669,Milk
1670,Chicken
1670,Milk
1670,Diaper
1671,Cola
1671,Apples
1672,Milk
1673,Beer
1673,Fish
1673,Cheese
1673,Diaper
1674,Cheese
1675,Cheese
1675,Eggs
1675,Beer
1675,Fish
1675,Diaper
1676,Fish
1676,Cola
1677,Bread
1677,Beer
1677,Eggs
1677,Chicken
1677,Diaper
1678,Beer
1678,Cola
1678,Milk
1678,Fish
1678,Cheese
1679,Milk
1679,Fish
1679,Beer
1679,Bread
1680,Diaper
1681,Bread
1681,Apples
1681,Beer
1682,Milk
1682,Apples
1682,Diaper
1682,Beer
1683,Eggs
1683,Milk
1683,Chicken
1684,Diaper
1684,Milk
1684,Cola
1684,Apples
1685,Chicken
1685,Fish
1685,Milk
1685,Beer
1686,Cola
1686,Diaper
1687,Cheese
1687,Cola
1687,Fish
1687,Milk
1688,Beer
1688,Eggs
1688,Milk
1688,Diaper
1689,Eggs
1689,Fish
1689,Bread
1690,Eggs
1690,Chicken
1691,Bread
1692,Milk
1692,Beer
1692,Eggs
1692,Cola
1693,Cola
1693,Cheese
1693,Bread
1693,Fish
1694,Cheese
1694,Apples
1694,Diaper
1694,Fish
1694,Beer
1695,Milk
1695,Beer
1695,Cola
1696,Beer
1696,Chicken
1696,Cola
1696,Bread
1697,Beer
1698,Fish
1698,Cheese
1698,Bread
1698,Apples
1699,Beer
1699,Cola
1700,Cola
1700,Chicken
1700,Cheese
1700,Milk
1700,Diaper
1701,Apples
1701,Chicken
1701,Milk
1701,Cola
1701,Diaper
1702,Apples
1703,Chicken
1703,Diaper
1704,Bread
1704,Beer
1704,Diaper
1704,Cola
1705,Chicken
1706,Apples
1706,Fish
1706,Diaper
1706,Beer
1707,Eggs
1707,Diaper
1707,Fish
1707,Chicken
1707,Bread
1708,Chicken
1708,Apples
1709,Bread
1709,Eggs
1709,Cheese
1710,Chicken
1710,Diaper
1710,Apples
1710,Eggs
1710,Beer
1711,Diaper
1711,Apples
1711,Cola
1711,Eggs
1712,Apples
1712,Beer
1713,Diaper
1713,Cheese
1713,Eggs
1713,Bread
1713,Apples
1714,Milk
1715,Apples
1715,Chicken
1715,Diaper
1715,Eggs
1715,Bread
1716,Chicken
1717,Apples
1717,Diaper
1717,Cola
1717,Cheese
1718,Milk
1718,Apples
1718,Chicken
1719,Chicken
1719,Eggs
1719,Diaper
1720,Fish
1720,Cheese
1721,Apples
1722,Cola
1722,Eggs
1723,Cheese
1723,Eggs
1724,Eggs
1725,Fish
1726,Cheese
1726,Milk
1726,Chicken
1726,Bread
1726,Cola
1727,Chicken
1727,Apples
1727,Beer
1727,Fish
1728,Diaper
1728,Milk
1728,Chicken
1729,Beer
1729,Milk
1729,Eggs
1729,Bread
1730,Apples
1730,Milk
1730,Diaper
1730,Bread
1731,Cola
1731,Fish
1731,Chicken
1731,Eggs
1731,Milk
1732,Eggs
1732,Beer
1732,Cola
1732,Milk
1732,Cheese
1733,Milk
1733,Beer
1733,Bread
1733,Chicken
1733,Cola
1734,Apples
1734,Milk
1735,Milk
1736,Apples
1737,Chicken
1737,Diaper
1737,Apples
1737,Cheese
1738,Diaper
1738,Cola
1738,Apples
1739,Fish
1740,Fish
1740,Bread
1740,Chicken
1740,Diaper
1740,Eggs
1741,Milk
1741,Chicken
1741,Diaper
1742,Bread
1742,Chicken
1742,Beer
1742,Cheese
1743,Beer
1744,Chicken
1745,Cola
1746,Bread
1746,Apples
1746,Eggs
1746,Fish
1746,Diaper
1747,Apples
1747,Chicken
1747,Beer
1748,Apples
1748,Eggs
1749,Beer
1749,Diaper
1749,Eggs
1749,Chicken
1750,Cola
1750,Eggs
1750,Fish
1750,Milk
1750,Cheese
1751,Chicken
1751,Cola
1751,Fish
1751,Cheese
1751,Beer
1752,Eggs
1752,Chicken
1752,Milk
1752,Cheese
1752,Apples
1753,Bread
1753,Cheese
1753,Cola
1753,Chicken
1753,Beer
1754,Bread
1754,Diaper
1755,Cola
1756,Beer
1756,Cola
1756,Eggs
1757,Apples
1757,Fish
1757,Diaper
1757,Beer
1758,Cheese
1758,Milk
1759,Diaper
1760,Bread
1760,Chicken
1760,Cheese
1760,Cola
1761,Eggs
1762,Apples
1762,Bread
1762,Chicken
1762,Milk
1762,Fish
1763,Milk
1763,Bread
1763,Diaper
1764,Diaper
1764,Apples
1764,Bread
1764,Milk
1764,Eggs
1765,Milk
1765,Eggs
1765,Diaper
1765,Beer
1766,Cola
1766,Milk
1767,Cola
1768,Cheese
1768,Apples
1768,Fish
1769,Bread
1769,Fish
1769,Cheese
1769,Cola
1769,Milk
1770,Cheese
1770,Eggs
1771,Cheese
1771,Eggs
1772,Diaper
1772,Cola
1772,Eggs
1773,Bread
1773,Fish
1773,Cola
1773,Chicken
1774,Chicken
1774,Apples
1774,Cola
1774,Fish
1775,Chicken
1776,Cheese
1776,Milk
1777,Bread
1777,Diaper
1777,Chicken
1778,Milk
1778,Fish
1778,Eggs
1778,Chicken
1779,Diaper
1779,Fish
1780,Cola
1780,Eggs
1781,Milk
1781,Diaper
1781,Fish
1781,Eggs
1781,Cheese
1782,Bread
1782,Fish
1782,Diaper
1782,Chicken
1783,Apples
1783,Milk
1783,Cheese
1783,Beer
1784,Fish
1784,Cheese
1784,Milk
1784,Chicken
1784,Apples
1785,Fish
1785,Bread
1786,Diaper
1786,Apples
1786,Beer
1786,Cheese
1787,Eggs
1788,Cheese
1788,Milk
1788,Bread
1788,Eggs
1789,Bread
1789,Fish
1789,Chicken
1789,Apples
1789,Beer
1790,Diaper
1790,Milk
1790,Beer
1791,Fish
1791,Apples
1791,Bread
1791,Chicken
1792,Chicken
1793,Beer
1793,Cola
1794,Apples
1794,Milk
1795,Cheese
1795,Chicken
1795,Apples
1796,Eggs
1796,Milk
1796,Beer
1797,Cola
1797,Apples
1797,Cheese
1798,Cola
1798,Chicken
1799,Fish
1799,Cheese
1799,Apples
1800,Eggs
1800,Cola
1801,Fish
1802,Fish
1802,Diaper
1802,Apples
1803,Beer
1804,Beer
1804,Diaper
1804,Cheese
1805,Fish
1805,Eggs
1805,Beer
1806,Diaper
1806,Apples
1807,Cola
1807,Chicken
1808,Diaper
1808,Fish
1808,Cola
1808,Bread
1809,Fish
1809,Cheese
1809,Milk
1810,Fish
1810,Chicken
1811,Cheese
1811,Beer
1811,Apples
1811,Cola
1812,Cheese
1812,Chicken
1813,Chicken
1813,Cheese
1813,Eggs
1813,Beer
1813,Bread
1814,Cheese
1815,Cola
1815,Beer
1816,Fish
1816,Cheese
1816,Diaper
1816,Chicken
1817,Cola
1818,Bread
1818,Beer
1818,Eggs
1819,Diaper
1819,Beer
1819,Eggs
1819,Chicken
1820,Milk
1821,Eggs
1822,Cola
1822,Fish
1822,Apples
1823,Diaper
1824,Beer
1825,Cheese
1826,Cheese
1827,Bread
1828,Beer
1828,Apples
1828,Bread
1829,Bread
1830,Apples
1830,Bread
1831,Beer
1831,Diaper
1832,Fish
1832,Bread
1832,Cola
1832,Beer
1833,Milk
1833,Cola
1833,Apples
1834,Cheese
1835,Beer
1835,Eggs
1836,Milk
1836,Beer
1836,Fish
1836,Bread
1837,Milk
1837,Diaper
1838,Milk
1838,Eggs
1838,Beer
1838,Fish
1838,Chicken
1839,Milk
1840,Eggs
1840,Cola
1840,Diaper
1840,Fish
1840,Chicken
1841,Fish
1841,Eggs
1841,Beer
1841,Apples
1842,Cola
1842,Eggs
1842,Chicken
1843,Beer
1843,Cola
1843,Chicken
1843,Eggs
1843,Milk
1844,Cola
1844,Milk
1845,Eggs
1845,Cola
1846,Bread
1847,Cola
1847,Cheese
1847,Eggs
1847,Diaper
1847,Apples
1848,Diaper
1848,Cola
1848,Apples
1848,Eggs
1848,Chicken
1849,Eggs
1850,Eggs
1850,Bread
1851,Chicken
1851,Beer
1852,Bread
1852,Milk
1852,Cheese
1853,Cola
1853,Eggs
1853,Chicken
1853,Apples
1854,Eggs
1854,Beer
1855,Diaper
1856,Milk
1857,Cola
1857,Chicken
1857,Diaper
1857,Eggs
1857,Cheese
1858,Cola
1858,Diaper
1859,Fish
1859,Cheese
1859,Diaper
1860,Beer
1860,Fish
1860,Milk
1861,Apples
1861,Bread
1861,Fish
1861,Chicken
1862,Fish
1863,Milk
1863,Apples
1864,Milk
1864,Cheese
1865,Apples
1865,Diaper
1866,Fish
1866,Beer
1866,Chicken
1866,Milk
1867,Bread
1867,Beer
1867,Cheese
1868,Diaper
1868,Eggs
1868,Apples
1869,Milk
1869,Eggs
1869,Chicken
1870,Eggs
1870,Chicken
1870,Diaper
1870,Bread
1870,Apples
1871,Bread
1871,Diaper
1871,Milk
1871,Eggs
1871,Apples
1872,Apples
1872,Diaper
1872,Cheese
1873,Bread
1873,Eggs
1873,Diaper
1873,Cola
1873,Milk
1874,Chicken
1874,Apples
1874,Cheese
1874,Fish
1874,Milk
1875,Fish
1875,Apples
1875,Beer
1876,Beer
1876,Bread
1876,Chicken
1876,Diaper
1877,Cheese
1877,Eggs
1877,Beer
1878,Bread
1878,Fish
1878,Milk
1878,Apples
1879,Milk
1879,Fish
1879,Beer
1879,Eggs
1879,Apples
1880,Cola
1881,Apples
1881,Cola
1881,Diaper
1882,Apples
1883,Chicken
1884,Cheese
1885,Apples
1886,Eggs
1886,Cheese
1886,Milk
1886,Chicken
1886,Bread
1887,Diaper
1887,Eggs
1887,Milk
1887,Cola
1887,Beer
1888,Eggs
1889,Chicken
1889,Cola
1889,Apples
1889,Eggs
1889,Fish
1890,Fish
1890,Milk
1891,Apples
1891,Beer
1891,Diaper
1891,Cheese
1892,Milk
1893,Eggs
1893,Fish
1893,Bread
1893,Beer
1893,Milk
1894,Fish
1894,Chicken
1894,Cola
1895,Eggs
1895,Cheese
1895,Milk
1895,Cola
1896,Beer
1896,Fish
1896,Cola
1897,Cola
1897,Milk
1898,Apples
1898,Bread
1899,Bread
1899,Eggs
1900,Chicken
1900,Cola
1900,Apples
1900,Cheese
1900,Eggs
1901,Fish
1901,Cola
1901,Eggs
1902,Cheese
1902,Beer
1902,Bread
1902,Milk
1902,Fish
1903,Bread
1904,Bread
1905,Fish
1905,Eggs
1905,Cheese
1905,Diaper
1906,Bread
1906,Apples
1906,Cheese
1906,Milk
1906,Eggs
1907,Beer
1907,Eggs
1908,Milk
1908,Eggs
1909,Chicken
1909,Beer
1909,Bread
1909,Apples
1909,Eggs
1910,Bread
1910,Beer
1911,Chicken
1911,Fish
1911,Bread
1912,Diaper
1913,Cheese
1913,Bread
1913,Milk
1914,Chicken
1914,Eggs
1914,Bread
1914,Apples
1915,Bread
1915,Diaper
1916,Cola
1916,Milk
1916,Chicken
1916,Diaper
1917,Milk
1917,Bread
1917,Chicken
1917,Apples
1918,Eggs
1918,Bread
1919,Diaper
1920,Beer
1920,Fish
1920,Cola
1921,Apples
1921,Beer
1922,Bread
1922,Apples
1922,Beer
1923,Fish
1924,Diaper
1924,Apples
1924,Cola
1924,Fish
1925,Beer
1925,Apples
1926,Fish
1926,Milk
1927,Apples
1927,Eggs
1927,Milk
1927,Fish
1928,Diaper
1928,Eggs
1928,Cola
1928,Cheese
1928,Beer
1929,Cola
1929,Milk
1930,Diaper
1930,Milk
1930,Chicken
1930,Cheese
1930,Beer
1931,Cheese
1931,Cola
1931,Diaper
1931,Bread
1932,Fish
1932,Cheese
1932,Milk
1932,Bread
1933,Bread
1933,Cola
1933,Diaper
1933,Chicken
1934,Bread
1934,Diaper
1935,Eggs
1935,Apples
1936,Fish
1936,Cola
1936,Milk
1936,Cheese
1936,Diaper
1937,Diaper
1938,Eggs
1939,Cola
1939,Diaper
1939,Apples
1940,Cheese
1940,Bread
1940,Cola
1940,Beer
1941,Apples
1941,Cheese
1941,Eggs
1942,Apples
1942,Cheese
1942,Milk
1942,Cola
1943,Bread
1944,Chicken
1944,Milk
1944,Diaper
1945,Cheese
1945,Milk
1945,Chicken
1945,Cola
1946,Bread
1946,Apples
1947,Eggs
1947,Chicken
1947,Apples
1948,Fish
1949,Milk
1949,Cola
1949,Beer
1949,Cheese
1949,Bread
1950,Diaper
1950,Cheese
1950,Chicken
1951,Chicken
1951,Apples
1951,Fish
1951,Milk
1951,Cola
1952,Eggs
1953,Milk
1953,Chicken
1954,Chicken
1954,Cheese
1954,Fish
1954,Apples
1954,Milk
1955,Beer
1955,Fish
1955,Cheese
1955,Apples
1956,Fish
1956,Diaper
1957,Apples
1957,Beer
1957,Fish
1958,Eggs
1958,Diaper
1958,Cheese
1959,Beer
1959,Milk
1960,Cola
1961,Cheese
1961,Eggs
1962,Fish
1962,Beer
1962,Bread
1963,Bread
1963,Eggs
1964,Cola
1964,Cheese
1965,Fish
1965,Beer
1965,Cheese
1966,Eggs
1966,Apples
1967,Beer
1967,Fish
1967,Bread
1967,Milk
1967,Apples
1968,Beer
1969,Beer
1970,Apples
1970,Cola
1970,Cheese
1970,Diaper
1971,Cola
1972,Fish
1972,Chicken
1972,Milk
1972,Diaper
1973,Cola
1974,Diaper
1974,Beer
1975,Apples
1975,Cola
1975,Cheese
1976,Beer
1976,Chicken
1976,Cheese
1976,Cola
1976,Fish
1977,Chicken
1977,Fish
1977,Diaper
1977,Cola
1977,Eggs
1978,Cheese
1979,Milk
1979,Eggs
1979,Fish
1980,Diaper
1980,Cola
1980,Chicken
1980,Fish
1981,Fish
1981,Apples
1981,Cheese
1982,Cheese
1982,Eggs
1982,Beer
1982,Cola
1982,Diaper
1983,Chicken
1983,Apples
1984,Eggs
1984,Beer
1984,Fish
1984,Cola
1984,Bread
1985,Beer
1985,Diaper
1985,Apples
1986,Milk
1987,Cheese
1987,Fish
1987,Diaper
1987,Chicken
1987,Bread
1988,Chicken
1989,Chicken
1989,Fish
1990,Fish
1990,Milk
1991,Diaper
1992,Cola
1992,Apples
1992,Diaper
1993,Cola
1993,Cheese
1993,Diaper
1994,Cola
1994,Bread
1994,Diaper
1994,Eggs
1994,Apples
1995,Diaper
1995,Chicken
1995,Milk
1996,Diaper
1996,Milk
1996,Apples
1996,Beer
1996,Bread
1997,Cola
1998,Diaper
1998,Fish
1998,Beer
1998,Apples
1998,Eggs
1999,Eggs
1999,Apples
1999,Chicken
1999,Cheese
2000,Beer
